@relation 'Crime1Train_trainData-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 4 -E 4-Sweka.attributeSelection.BestFirst -D 2 -N 10'

@attribute mvar_2 numeric
@attribute mvar_12 numeric
@attribute mvar_17 numeric
@attribute mvar_25 numeric
@attribute mvar_32 numeric
@attribute mvar_40 numeric
@attribute output {0,1,2}

@data
0,290.214797,0,30,21.856859,?,0
0,183.293556,103.2,0,204.569635,0,0
?,160.381862,0,0,193.773271,4,0
0,277.804296,80,30,9.904921,2,1
?,?,?,1,0,6,0
0,151.789976,0,0,1000.562104,30,0
0,200.477327,133.333333,1,61.641625,17,0
0,204.295943,0,0,7.428691,8,0
0,188.066826,0,0,52.297983,39,0
?,144.152745,0,0,873.977214,6,0
1,38.186158,0,0,0,10,0
?,47.732697,0,0,365.161421,0,0
0,208.114559,373.333333,0,1033.28136,6,0
0,271.121718,0,30,97.662521,?,1
0,146.062053,0,0,152.733882,7,0
0,229.116945,0,30,127.50935,4,0
1,49.642005,0,0,0,13,0
0,149.880668,0,0,143.85247,12,0
?,?,?,0,0,?,0
?,?,?,0,0,?,0
0,166.109785,533.333333,0,1105.059021,5,0
?,?,?,?,?,?,0
0,84.9642,186.666667,0,81.88068,5,0
0,388.544153,8000,30,2340.76395,1,1
?,197.613365,0,30,0,15,0
0,121.24105,0,0,270.734508,13,0
0,214.797136,0,0,281.596904,1,1
?,?,?,0,0,4,0
0,134.606205,?,0,16.508202,19,0
0,103.102625,0,0,8.221084,10,0
0,198.568019,133.333333,0,211.337998,1,1
0,124.105012,0,0,207.904292,7,0
1,160.381862,133.333333,0,173.798347,0,0
0,150.835322,0,0,3.004493,13,0
?,?,?,0,0,13,0
0,134.606205,0,0,67.518545,31,0
?,?,?,?,?,5,0
0,97.374702,?,0,1.089541,26,0
0,228.162291,533.333333,0,386.754149,10,1
0,197.613365,160,0,470.615814,2,0
0,249.164678,0,0,358.690206,?,1
0,218.615752,85.333333,0,65.438511,5,0
0,230.071599,0,0,291.138645,8,1
0,325.536993,2746.666667,30,256.141257,?,1
?,?,?,0,0,10,0
0,183.293556,0,0,161.74736,2,0
0,226.252983,0,30,61.608609,15,0
?,?,?,0,0,5,0
0,156.563246,800,0,351.690729,17,0
0,160.381862,0,0,36.318044,5,0
0,153.699284,80,0,548.765641,0,0
?,?,?,?,?,13,0
0,284.486874,5066.666667,29,774.069577,?,1
0,156.563246,106.666667,0,12.315118,6,0
?,119.331742,0,0,0,9,0
0,330.310263,0,30,561.179808,0,1
?,137.470167,0,0,10.136036,22,0
0,243.436754,266.666667,30,789.422205,4,1
0,213.842482,0,0,16.508202,?,1
1,258.711217,0,30,1564.51529,55,0
0,88.782816,0,0,2.014001,2,0
0,277.804296,0,30,0,1,1
0,176.610979,0,0,0.396197,17,0
0,167.064439,0,0,671.025382,1,0
?,?,?,30,0,4,0
0,200.477327,0,0,4.193083,0,0
?,43.914081,0,0,0,0,0
?,109.785203,0,0,0,9,0
0,124.105012,0,0,0,?,0
?,55.369928,?,0,0,5,0
?,62.052506,0,0,0,18,0
0,203.341289,80,30,184.561695,7,0
?,93.556086,0,0,10.334134,27,0
0,140.334129,0,0,36.318044,?,0
0,294.988067,0,0,1391.014091,0,0
0,237.708831,3200,0,861.695112,1,1
?,157.5179,0,0,335.545708,2,0
0,118.377088,200,0,4.457214,3,0
0,217.661098,400,0,1704.042611,17,0
?,53.460621,0,0,0,20,0
0,103.102625,0,0,374.108867,5,0
0,260.620525,0,30,127.97158,3,1
?,205.250597,0,30,0,1,0
?,?,?,?,?,6,0
?,139.379475,0,0,487.883393,15,0
0,221.479714,800,1,460.479778,18,1
0,89.73747,0,0,198.032387,9,0
0,25.775656,0,0,0,14,0
0,167.064439,0,0,384.773165,2,0
0,186.157518,66.666667,0,10.070003,4,0
0,378.997613,13333.33333,30,11739.08127,0,1
?,?,?,?,?,6,0
?,252.02864,0,30,0,?,1
0,85.918854,0,0,1.485738,10,0
?,65.871122,0,0,0,16,0
0,264.439141,0,30,173.336118,2,1
0,230.071599,0,30,208.795735,10,0
0,94.51074,0,0,14.956431,4,0
?,126.01432,0,0,0,15,0
0,291.169451,200,30,104.794064,0,1
?,?,1466.666667,?,?,?,0
?,65.871122,0,0,0,52,0
0,?,?,30,13.701807,12,0
0,186.157518,80,0,225.138855,2,1
?,66.825776,?,0,0,0,0
?,103.102625,0,0,33.907846,4,0
0,173.747017,0,0,269.512901,4,0
?,314.081146,0,30,16.508202,0,0
?,67.78043,0,0,0,21,0
?,215.75179,0,30,70.919234,7,1
0,129.832936,0,0,370.444046,19,0
0,148.926014,0,0,2.575279,8,0
0,196.658711,0,0,17.927907,0,0
?,?,?,0,0,14,0
0,137.470167,0,0,2029.815463,12,0
0,255.847255,173.333333,30,318.608293,3,1
?,181.384248,0,0,13.074496,1,0
0,149.880668,0,0,9.904921,0,0
0,323.627685,3760,30,1126.5527,10,1
?,130.78759,0,0,470.186601,17,0
?,?,?,?,?,?,0
0,199.522673,66.666667,0,195.820288,9,0
0,222.434368,80,0,490.392639,0,1
0,110.739857,0,0,3638.902898,0,0
?,48.687351,0,0,0,0,0
0,277.804296,0,30,59.429526,3,1
0,198.568019,0,0,110.274787,3,0
?,140.334129,0,0,33.841813,11,0
0,199.522673,0,0,511.820285,15,0
0,114.558473,0,0,105.652491,10,0
0,214.797136,0,0,796.091518,14,0
?,?,?,?,?,1,0
?,126.01432,0,0,0,6,0
?,?,?,?,?,2,0
0,?,400,30,47.543621,2,0
0,94.51074,0,0,82.80514,16,0
0,230.071599,0,30,11.687807,10,1
?,?,?,?,?,?,0
0,147.016706,0,0,2.509247,1,0
0,302.625298,0,30,1499.704091,0,1
?,175.656325,0,1,11.126528,6,0
0,214.797136,400,0,1552.695418,17,0
0,?,?,0,39.619684,3,0
0,125.059666,?,0,21.691777,23,0
1,159.427208,0,0,10.268101,8,0
0,131.742243,0,0,336.833347,1,0
0,213.842482,173.333333,0,308.604322,10,1
0,89.73747,80,0,44.539128,17,0
0,196.658711,0,0,8.221084,0,0
?,112.649165,0,0,15.154529,1,0
0,282.577566,0,1,884.674528,0,1
1,198.568019,0,0,76.829171,5,0
?,69.689737,0,0,81.187336,7,0
0,182.338902,0,0,507.660218,2,0
?,?,?,?,?,1,0
?,?,?,0,0,2,0
0,148.926014,0,0,287.341759,9,0
?,48.687351,?,0,0,15,0
0,162.29117,0,0,12.150036,6,0
0,141.288783,0,0,0,22,0
0,172.792363,0,0,0,?,0
0,287.350835,0,30,663.002396,0,0
0,168.973747,0,1,0,?,0
?,150.835322,0,0,214.474556,0,0
0,235.799523,133.333333,30,5.942953,0,1
0,194.749403,0,0,0.924459,19,0
0,88.782816,0,0,0.264131,16,0
?,130.78759,0,0,16.310103,16,0
?,88.782816,0,0,490.392639,0,0
0,212.887828,266.666667,0,315.306652,12,1
?,159.427208,0,0,161.549262,0,0
0,317.899761,11280,30,891.54194,2,1
0,260.620525,0,30,3.994985,?,0
0,228.162291,133.333333,0,444.30174,6,0
?,48.687351,0,0,0,12,0
0,87.828162,66.666667,0,60.816215,11,0
0,197.613365,0,0,298.171139,15,0
?,?,?,0,0,17,0
0,168.973747,0,0,8.551248,?,0
0,241.527446,0,30,57.019329,0,1
?,124.105012,0,0,0,0,0
?,?,?,0,0,0,1
?,?,?,?,?,10,0
?,80.190931,0,0,0,3,0
?,?,?,0,0,6,0
0,321.718377,693.333333,30,81.550516,3,1
0,326.491647,3200,30,2310.520925,14,0
0,220.52506,100,1,84.488976,5,0
0,157.5179,80,0,1.056525,3,0
?,?,?,?,?,?,0
?,45.823389,0,0,0,2,0
?,28.639618,80,0,0,0,0
?,151.789976,0,0,0.264131,35,0
?,164.200477,0,0,22.781318,4,0
?,260.620525,0,30,1914.192018,?,1
?,124.105012,0,0,0,0,0
?,?,?,?,?,6,0
?,60.143198,?,0,0,41,0
?,132.696897,?,0,29.450632,41,0
?,89.73747,0,0,0,0,0
?,?,?,0,0,10,0
0,170.883055,0,0,126.948071,0,0
?,?,?,?,?,6,0
?,?,?,?,?,10,0
0,36.27685,0,0,15.814857,2,0
0,209.069212,0,0,163.992476,2,0
?,?,?,?,?,?,0
0,243.436754,133.333333,0,123.250234,2,1
?,50.596659,?,0,0,15,0
?,?,?,0,0,0,0
?,41.050119,0,0,0,13,0
0,230.071599,320,0,2203.943975,7,1
0,242.4821,186.666667,0,729.761564,4,1
?,113.603819,?,0,0,25,0
0,165.155131,0,0,99.808587,7,0
?,?,?,0,0,32,0
0,208.114559,80,0,37.044405,0,1
?,99.28401,0,0,0,15,0
?,69.689737,0,0,0,3,0
?,276.849642,0,30,145.569323,10,0
?,?,?,0,0,6,0
?,?,?,30,0,6,0
0,141.288783,0,0,3.30164,0,0
?,?,?,0,0,20,0
?,?,0,30,7.923937,3,0
?,98.329356,0,0,0,0,0
0,106.921241,0,0,6.207084,16,0
0,216.706444,133.333333,0,72.933235,0,1
?,148.926014,0,0,313.655832,0,0
0,214.797136,266.666667,0,543.945246,14,1
0,225.298329,200,30,425.746522,4,1
?,?,0,30,8.419183,18,0
?,?,?,0,0,2,0
?,?,?,0,0,2,0
0,143.198091,0,0,342.281054,0,0
?,100.238664,0,0,166.369657,4,0
3,137.470167,80,0,35.096437,24,0
0,315.0358,0,30,49.260474,0,1
?,90.692124,0,0,589.738997,9,0
0,181.384248,146.666667,0,143.39024,9,1
?,?,?,?,?,12,0
?,12.410501,0,0,0,12,0
?,143.198091,0,0,134.508827,2,0
0,169.928401,0,0,1.947968,0,0
?,?,0,30,0,18,0
0,214.797136,0,30,1.188591,30,0
0,242.4821,0,0,259.674013,2,0
?,158.472554,?,0,108.69,6,0
0,252.983294,266.666667,0,36.218995,23,0
?,235.799523,0,30,65.339462,6,0
0,168.019093,0,0,3.664821,5,0
0,199.522673,0,0,164.355656,15,0
?,52.505967,0,0,0,1,0
0,223.389022,80,0,343.997907,27,1
0,203.341289,0,0,438.754985,19,0
0,191.885442,0,0,1437.897383,15,0
0,149.880668,0,0,10.631282,13,0
1,299.761337,0,0,435.057147,?,0
0,189.976134,266.666667,29,199.914322,4,0
0,221.479714,146.666667,0,1111.629285,69,0
0,284.486874,2666.666667,30,0,6,1
0,145.107399,0,0,15.51771,46,0
0,250.119332,8960,0,23352.66719,2,0
0,167.064439,0,0,1695.062149,8,0
0,171.837709,0,0,344.88935,1,0
0,326.491647,0,0,3613.348202,0,1
0,?,0,0,6.603281,4,0
0,171.837709,0,0,4.721346,13,0
?,113.603819,0,0,130.711941,0,0
0,203.341289,0,0,199.518126,3,0
0,214.797136,0,0,721.012217,3,1
0,200.477327,0,0,46.520112,2,1
0,251.073986,?,30,0,0,0
?,105.011933,0,0,324.78236,4,0
0,56.324582,133.333333,0,1.320656,20,0
0,161.336516,0,0,46.189948,20,0
?,?,?,?,?,?,0
0,158.472554,480,0,467.809419,46,0
0,192.840096,0,0,86.436944,26,0
0,230.071599,133.333333,30,204.074389,7,1
0,153.699284,?,30,83.861665,23,0
?,42.004773,?,0,0,0,0
?,21.957041,?,0,0,6,0
0,55.369928,0,0,3.30164,10,0
?,?,?,?,?,?,0
0,229.116945,400,0,1104.530759,10,0
0,216.706444,0,0,474.907946,8,0
?,?,?,0,0,6,0
0,220.52506,0,0,196.480617,11,1
0,175.656325,53.333333,0,169.2751,1,0
?,?,?,0,0,3,0
0,168.019093,0,0,28.328074,1,0
?,137.470167,0,0,400.984219,0,0
0,191.885442,0,0,66.429004,1,0
0,150.835322,0,0,92.577995,26,0
0,296.897375,6080,30,4038.500428,3,0
?,131.742243,?,0,7.725838,11,0
?,96.420048,0,0,125.561382,2,0
?,79.236277,0,0,12.711315,1,0
0,94.51074,?,0,47.939818,9,0
0,160.381862,133.333333,0,506.834808,12,0
0,69.689737,0,0,0,1,0
0,133.651551,0,0,0.528262,8,0
?,63.00716,0,0,0,11,0
?,54.415274,0,0,0,0,0
0,206.205251,0,0,8.254101,?,1
?,101.193317,?,0,0,7,0
0,?,?,0,3.433706,61,0
0,210.97852,0,0,537.738162,0,0
0,172.792363,0,0,0.066033,7,0
?,?,?,?,?,9,0
0,277.804296,3200,0,2660.560833,1,0
?,83.054893,0,0,0,19,0
0,236.754177,133.333333,0,344.955383,5,1
?,?,?,?,?,6,0
?,59.188544,0,0,0,5,0
?,129.832936,0,0,0,3,0
0,277.804296,0,30,24.762303,3,1
0,278.75895,0,30,191.726254,8,0
?,131.742243,0,0,350.469122,4,0
0,164.200477,0,0,22.054957,1,0
0,148.926014,0,0,379.028311,49,0
0,59.188544,?,0,0,9,0
?,?,?,?,?,?,0
2,163.245823,0,0,13.371643,34,0
?,?,?,0,0,11,0
0,193.794749,400,0,48.46808,7,1
?,?,?,30,0,?,0
?,117.422434,0,0,3.30164,0,0
0,68.735084,0,0,7.494724,1,0
0,230.071599,0,1,187.533171,3,0
?,?,?,?,?,?,0
0,194.749403,133.333333,0,12.57925,5,0
?,75.417661,?,0,19.314596,17,0
1,210.023866,66.666667,0,32.091944,2,1
?,?,?,?,?,?,0
0,260.620525,200,30,63.919757,4,1
0,138.424821,0,0,398.210841,28,0
?,?,?,0,0,1,0
0,210.023866,133.333333,0,141.574338,12,0
0,163.245823,0,0,67.947758,0,0
?,?,?,0,0,2,0
?,111.694511,0,0,0,0,0
?,126.01432,0,0,0,10,0
0,245.346062,200,0,82.970222,13,1
?,157.5179,0,0,0,15,0
?,?,?,0,0,11,0
?,?,?,30,0,6,0
?,59.188544,?,0,0,12,0
?,189.02148,0,1,0,0,1
?,42.959427,0,0,0,2,0
?,128.878282,0,0,415.973666,12,0
?,40.095465,?,0,0,3,0
?,115.513127,0,0,204.734717,32,0
?,?,?,?,?,?,0
0,377.088306,4773.333333,30,1486.959759,0,1
?,73.508353,0,0,0,11,0
?,111.694511,0,0,0,15,0
?,42.959427,0,0,0,6,0
2,165.155131,0,0,13.173545,16,0
0,145.107399,0,0,61.839724,12,0
?,?,?,?,?,?,0
?,?,?,0,0,15,0
?,123.150358,0,0,102.383867,0,0
0,333.174224,4800,30,16.508202,6,1
?,105.966587,0,0,308.241142,11,0
?,43.914081,0,0,56.359001,1,0
0,114.558473,0,0,585.644963,20,0
0,294.988067,0,30,45.694702,?,1
?,42.004773,?,0,0,18,0
?,91.646778,0,0,0,11,0
?,151.789976,0,0,0,0,0
?,?,0,0,0,6,0
0,?,?,30,6.768363,17,0
0,257.756563,613.333333,0,2.608296,4,0
?,?,?,?,?,6,0
0,280.668258,213.6,30,145.536306,20,0
0,280.668258,0,0,636.292126,0,0
?,120.286396,0,0,95.28534,7,0
0,199.522673,80,0,688.524076,4,0
?,104.057279,0,0,459.555319,?,0
?,?,?,?,?,10,0
?,118.377088,0,0,0,12,0
?,119.331742,0,0,625.726877,1,0
0,215.75179,400,0,423.204259,14,1
?,?,?,0,0,1,0
?,103.102625,0,0,55.665656,11,0
?,244.391408,0,29,0,0,0
0,243.436754,800,0,1609.813796,2,0
0,241.527446,0,1,37.374569,5,0
0,277.804296,0,30,85.908682,3,1
0,155.608592,0,0,397.781628,3,0
0,51.551313,0,0,65.570577,2,0
0,210.023866,0,0,285.988086,29,0
0,212.887828,0,0,170.463691,1,0
?,126.968974,?,0,299.425762,31,0
0,227.207637,?,30,0,?,0
0,105.011933,0,0,0,9,0
0,98.329356,80,0,7.725838,20,0
1,104.057279,0,0,1.848919,8,0
?,102.147971,0,0,235.208858,11,0
?,?,?,0,0,0,0
?,138.424821,?,0,11.357643,3,0
0,198.568019,0,0,299.161631,12,0
0,340.811456,0,30,22.286072,0,1
0,183.293556,400,0,31.629714,6,0
0,127.923628,0,0,16.508202,0,0
?,?,?,?,?,17,0
?,31.50358,0,0,0,14,0
0,236.754177,0,29,45.364538,?,1
?,195.704057,0,0,1117.73732,0,1
1,147.97136,0,0,32.851321,8,0
0,269.212411,533.333333,30,147.352208,10,0
0,228.162291,186.666667,2,237.718104,0,1
0,161.336516,0,0,244.981713,23,0
?,77.326969,0,0,325.442688,2,0
?,40.095465,?,0,0,1,0
0,233.890215,186.666667,30,21.031449,3,0
0,360.859189,4133.333333,30,1203.249805,15,1
?,?,?,0,0,7,0
?,293.078759,0,30,16.508202,0,0
?,47.732697,0,0,0,7,0
?,105.011933,0,0,51.505589,4,0
0,122.195704,0,0,33.016403,1,0
0,132.696897,0,0,9.904921,2,0
0,89.73747,0,0,0,0,0
0,262.529833,0,30,338.286069,4,1
0,143.198091,80,0,30.210009,26,0
0,240.572792,0,30,92.049733,8,0
0,177.565633,200,0,64.8112,30,0
0,103.102625,0,0,0.099049,16,0
?,8.591885,0,0,0,3,0
0,232.935561,453.333333,0,910.889553,8,1
0,147.97136,0,0,1652.73512,28,0
0,136.515513,0,0,1029.616539,9,0
0,215.75179,0,30,32.290043,2,0
0,134.606205,0,0,284.700446,0,0
0,184.24821,0,0,234.713612,1,0
?,?,?,?,?,?,0
?,?,?,30,0,10,0
?,?,?,?,?,?,0
0,143.198091,0,0,353.176467,0,0
0,249.164678,2800,30,97.695538,8,0
0,119.331742,0,0,3.037509,14,0
?,?,?,?,?,2,0
0,189.976134,0,0,8.551248,0,0
?,?,?,0,0,3,0
0,180.429594,0,0,0,6,0
0,210.97852,0,0,1170.827697,30,0
?,?,0,?,?,?,0
0,154.653938,0,0,129.226203,7,0
0,116.46778,0,0,6.603281,9,0
0,290.214797,0,30,41.303521,3,0
0,272.076372,0,30,98.553964,1,1
?,?,?,?,?,?,0
0,70.644391,0,0,0,15,0
0,184.24821,0,30,10.433183,4,0
?,92.601432,0,0,0,14,0
0,148.926014,0,0,593.403818,2,0
0,255.847255,880,0,1211.074692,1,1
0,150.835322,0,0,150.984013,67,0
0,237.708831,0,30,288.79448,1,1
?,118.377088,?,0,0,1,0
?,?,?,0,0,?,0
?,?,?,0,0,4,0
1,60.143198,0,0,0,4,0
0,233.890215,0,1,144.644863,?,1
?,46.778043,0,0,0,3,0
?,146.062053,0,0,0,10,0
0,258.711217,0,30,717.67756,25,0
0,127.923628,0,0,16.607251,2,0
0,52.505967,0,0,471.045027,?,0
?,92.601432,0,0,0,39,0
?,?,?,30,0,?,0
0,129.832936,0,0,8.452199,10,0
0,196.658711,0,0,249.703059,16,0
0,185.202864,80,0,199.74924,42,0
?,188.066826,0,0,686.74119,1,1
?,77.326969,0,0,0,?,0
?,106.921241,0,0,231.874201,1,0
0,318.854415,0,30,800.152536,0,1
0,142.243437,0,0,32.22401,12,0
?,122.195704,0,0,0,3,0
?,?,?,?,?,3,0
?,?,?,0,0,5,0
0,361.813843,1146.666667,30,1344.394929,0,1
0,316.945107,5333.333333,30,558.736594,0,1
?,120.286396,0,0,5.480723,1,0
0,235.799523,0,30,11.588758,16,0
?,165.155131,0,0,0,3,0
0,221.479714,4000,0,91.884651,1,0
0,130.78759,120,0,10.136036,13,0
0,128.878282,0,0,165.346148,1,0
0,131.742243,0,0,1.221607,30,0
0,145.107399,0,0,12.513217,24,0
?,?,0,30,4.787378,23,0
?,?,?,1,0,19,0
0,155.608592,0,0,3.40069,2,0
?,?,?,0,0,24,0
0,71.599045,0,0,0,23,0
0,97.374702,0,0,0.693344,1,0
?,103.102625,0,0,217.413016,11,0
0,283.53222,0,30,0,2,1
?,178.520286,?,1,51.307491,?,0
0,135.560859,0,0,465.69637,12,0
0,79.236277,0,0,305.038551,11,0
?,65.871122,?,0,0,10,0
?,63.00716,0,0,0,2,0
0,182.338902,0,0,1250.859458,5,0
?,?,?,0,0,20,0
0,225.298329,0,2,356.478107,6,1
0,206.205251,480,0,849.875239,7,1
0,355.131265,2666.666667,30,1252.939492,?,1
?,39.140811,0,0,0,22,0
0,146.062053,138.666667,0,50.713196,10,0
0,345.584726,746.666667,30,938.392217,0,1
0,203.341289,0,0,703.54654,4,1
0,136.515513,0,0,35.657716,0,0
0,156.563246,266.666667,0,52.760213,21,0
?,65.871122,0,0,0,18,0
0,201.431981,0,0,37.704733,0,0
?,141.288783,0,0,0,?,0
0,158.472554,0,0,5.447707,8,0
?,165.155131,0,0,0,10,0
0,178.520286,133.333333,0,126.386792,15,0
?,145.107399,0,0,134.905024,10,0
?,?,0,30,0,12,0
0,382.816229,0,30,7937.539568,4,1
0,143.198091,0,0,36.152962,3,0
?,110.739857,66.666667,0,1364.138738,20,0
?,159.427208,0,30,0,16,0
0,206.205251,533.333333,0,805.336111,4,1
?,256.801909,0,2,399.828645,?,1
0,122.195704,?,0,5.282625,2,0
?,?,?,0,0,4,0
0,226.252983,0,30,77.522515,24,0
0,180.429594,109.333333,0,395.37143,7,0
0,227.207637,666.666667,0,193.575173,8,1
?,?,?,?,?,32,0
0,196.658711,0,0,573.395877,5,0
?,74.463007,0,0,0,3,0
0,129.832936,0,0,0,1,0
0,120.286396,?,0,0,13,0
0,210.97852,0,0,618.595334,6,1
0,210.023866,0,0,258.749553,57,0
0,?,?,30,0.924459,4,0
?,70.644391,?,0,0,8,0
0,296.897375,320,30,35.789781,3,1
?,?,?,0,0,0,0
0,168.973747,0,0,3.730854,4,0
0,169.928401,0,0,23.672761,7,0
0,150.835322,?,0,0,2,0
?,?,?,0,0,10,0
?,?,?,0,0,6,0
0,139.379475,0,0,38.794274,28,0
0,183.293556,0,0,25.389614,1,0
0,183.293556,0,30,1.155574,11,0
0,273.98568,0,2,796.124535,0,1
?,183.293556,0,0,0,2,0
0,242.4821,106.666667,2,942.024021,18,1
?,?,?,?,?,?,0
0,127.923628,0,0,42.260996,4,0
?,181.384248,0,30,0,1,0
0,189.02148,0,0,202.258487,8,0
0,150.835322,0,0,45.397555,6,0
?,?,?,0,0,?,0
0,149.880668,133.333333,0,7.494724,6,0
0,209.069212,0,0,458.894991,0,0
?,?,?,?,?,9,0
?,125.059666,53.6,0,20.073973,21,0
?,107.875895,0,0,0,20,0
0,266.348449,0,30,6.735346,0,0
?,83.054893,0,0,0,17,0
0,250.119332,0,30,827.490118,9,1
0,276.849642,0,30,746.864061,0,1
?,64.916468,0,0,0,42,0
?,47.732697,?,0,0,12,0
0,196.658711,0,30,107.468393,4,0
0,110.739857,0,0,403.163302,13,0
0,?,?,0,7.428691,10,0
0,243.436754,0,30,0,?,1
0,197.613365,133.333333,30,14.064988,6,0
?,126.968974,0,0,140.847977,?,0
?,?,?,0,0,1,0
0,150.835322,0,0,133.188171,17,0
?,?,?,0,0,1,0
?,?,?,?,?,1,0
0,178.520286,?,0,22.054957,13,0
0,252.983294,80,30,109.317312,10,0
0,223.389022,400,0,1798.964771,14,0
?,156.563246,0,0,0,23,0
?,?,?,?,?,?,0
?,?,?,30,0,1,0
0,170.883055,1360,0,198.362552,14,0
0,145.107399,0,0,3.30164,0,0
?,?,0,?,?,?,0
0,298.806683,1066.666667,30,601.45982,7,1
0,199.522673,0,0,138.503812,17,1
?,?,?,?,?,?,0
?,?,?,?,?,?,0
0,292.124105,0,30,22.781318,0,1
0,210.023866,480,1,990.327019,0,1
0,217.661098,266.666667,0,288.89353,2,0
0,302.625298,0,30,261.357849,3,1
0,194.749403,266.666667,30,104.133736,15,1
?,?,?,0,0,22,0
?,?,?,?,?,?,0
0,219.570406,0,30,46.057883,5,0
0,230.071599,0,30,12.546233,19,0
0,211.933174,80,0,515.650188,29,0
0,223.389022,0,0,418.647995,0,1
?,?,?,?,?,23,0
0,147.97136,0,0,19.017448,21,0
0,205.250597,0,0,1.155574,5,0
?,217.661098,0,30,0,10,0
0,326.491647,0,30,3.30164,0,1
0,207.159905,0,0,774.564823,0,1
0,184.24821,0,0,898.310303,2,0
0,97.374702,0,0,1.320656,2,0
0,230.071599,1066.666667,1,954.900418,6,1
0,148.926014,0,0,45.232473,3,0
?,?,?,0,0,1,0
?,68.735084,0,0,0,6,0
0,257.756563,0,30,8.254101,0,0
?,?,?,1,0,?,0
?,8.591885,?,0,0,3,0
?,?,?,?,?,2,0
?,84.009547,?,0,0,24,0
0,168.973747,0,0,313.325668,13,0
?,?,?,0,0,9,0
?,133.651551,0,0,0,14,0
0,246.300716,1573.333333,30,730.752056,1,1
0,139.379475,1066.666667,0,0,11,0
0,98.329356,0,0,44.374046,0,0
?,?,?,0,0,3,0
0,128.878282,0,0,0.627312,14,0
0,336.99284,0,30,353.704729,?,1
?,?,?,?,?,?,0
?,?,?,?,?,?,0
?,65.871122,0,0,130.844007,8,0
1,171.837709,200,0,682.482074,0,0
?,?,?,?,?,4,0
0,238.663485,186.666667,30,0,2,1
?,47.732697,0,0,155.540276,5,0
?,92.601432,0,0,152.403718,1,0
0,186.157518,232,0,621.632843,0,1
?,?,?,0,0,0,0
0,?,0,30,0,14,1
?,53.460621,0,0,91.884651,5,0
0,223.389022,80.266667,0,355.421582,19,1
?,84.009547,80,0,0,1,0
0,193.794749,0,0,1285.658747,7,1
0,145.107399,0,0,5.41469,9,0
0,?,0,30,3.169575,7,0
0,212.887828,0,0,275.257755,9,0
0,169.928401,0,0,120.873053,1,0
0,247.25537,826.666667,1,860.539538,9,0
?,?,?,0,0,10,0
?,?,1333.333333,?,?,?,1
0,25.775656,?,0,53.420541,0,0
?,156.563246,0,0,0,0,0
0,71.599045,0,0,134.409778,31,0
0,237.708831,133.333333,0,5512.022511,4,0
?,38.186158,?,0,0,5,0
0,208.114559,80,29,22.451154,7,1
?,?,?,0,0,4,0
0,244.391408,0,0,796.157551,?,1
?,154.653938,0,0,0,0,0
0,231.980907,0,0,341.12548,1,1
0,50.596659,0,0,0,25,0
0,195.704057,200,0,21.823843,0,1
?,81.145585,?,0,59.264444,14,0
?,?,?,?,?,?,0
0,302.625298,666.666667,30,148.573815,0,1
0,108.830549,0,0,0,2,0
0,146.062053,0,0,12.050987,18,0
0,178.520286,133.333333,0,533.80921,14,0
?,126.01432,0,0,354.06791,?,0
0,274.940334,0,30,201.664192,6,0
?,?,?,?,?,3,0
?,194.749403,0,0,69.631595,3,0
0,257.756563,1333.333333,0,700.244899,0,1
?,62.052506,0,0,0,25,0
0,168.019093,0,0,196.744748,13,0
?,?,?,?,?,1,0
?,172.792363,0,30,0,5,0
0,234.844869,681.866667,1,1446.679747,10,1
0,308.353222,0,30,11.951938,6,1
?,63.00716,0,0,0,?,0
2,93.556086,0,0,27.139484,38,0
0,67.78043,0,0,1.815902,15,0
0,223.389022,0,30,25.554696,21,0
1,106.921241,80,0,150.752898,5,0
?,?,?,0,0,18,0
?,148.926014,0,0,725.007202,0,0
?,?,?,0,0,3,0
0,216.706444,0,0,932.713395,23,0
0,269.212411,0,30,123.844529,0,1
0,183.293556,0,30,0,14,0
0,80.190931,0,0,41.831783,2,0
0,142.243437,0,0,0,0,0
0,294.988067,0,30,75.904711,0,1
?,?,?,?,?,?,0
0,194.749403,0,0,57.64664,30,0
?,116.46778,0,0,0,28,0
0,83.054893,0,0,2.905443,36,0
0,163.245823,0,0,191.098943,0,0
0,82.100239,61.333333,0,24.894368,4,0
?,?,?,0,0,7,0
?,161.336516,0,0,0,0,0
?,?,?,?,?,17,0
0,151.789976,0,0,6.570264,4,0
?,160.381862,0,0,803.751324,?,0
?,?,?,30,4.688329,17,0
0,193.794749,0,30,0,0,0
0,217.661098,0,30,23.375614,0,0
?,42.004773,0,0,16.508202,0,0
1,76.372315,0,0,9.970954,20,0
2,19.093079,0,0,68.145857,13,0
?,100.238664,0,0,0,31,0
0,196.658711,106.666667,30,36.945355,6,1
?,?,?,?,?,1,0
0,68.735084,0,0,0,19,0
?,16.229117,0,0,0,7,0
0,115.513127,0,0,4.160067,1,0
?,64.916468,0,0,0,8,0
3,181.384248,72,29,160.690835,1,0
?,?,?,?,?,?,0
?,143.198091,0,0,32.58719,4,0
0,285.441528,0,30,206.08839,0,1
?,?,?,?,?,?,0
0,350.357995,0,30,694.632111,0,1
0,301.670644,106.666667,30,36.483126,0,1
